track_id,genre
100601,Waltz
100602,Waltz
100603,Waltz
100604,Waltz
100605,Tango
100606,Tango
100607,Tango
100608,Viennesewaltz
100609,Viennesewaltz
100610,Viennesewaltz
100611,Foxtrot
100612,Foxtrot
100613,Foxtrot
100614,Quickstep
100615,Quickstep
100616,Quickstep
100701,Chacha
100702,Chacha
100703,Chacha
100704,Chacha
100705,Samba
100706,Samba
100707,Samba
100708,Samba
100709,Rumba
100710,Rumba
100711,Rumba
100712,Rumba
100713,Pasodoble
100714,Jive
100715,Jive
100716,Jive
100801,Samba
100802,Samba
100803,Samba
100804,Samba
100805,Chacha
100806,Chacha
100807,Chacha
100808,Chacha
100809,Rumba
100810,Rumba
100811,Rumba
100812,Rumba
100813,Pasodoble
100814,Jive
100815,Jive
100816,Jive
100817,Jive
101001,Waltz
101002,Waltz
101003,Waltz
101004,Waltz
101005,Waltz
101006,Tango
101007,Tango
101008,Tango
101009,Viennesewaltz
101010,Viennesewaltz
101011,Viennesewaltz
101012,Foxtrot
101013,Foxtrot
101014,Foxtrot
101015,Quickstep
101016,Quickstep
101017,Quickstep
101018,Waltz
101101,Samba
101102,Samba
101103,Samba
101104,Samba
101105,Chacha
101106,Chacha
101107,Chacha
101108,Chacha
101109,Rumba
101110,Rumba
101111,Rumba
101112,Rumba
101113,Jive
101114,Jive
101115,Jive
101116,Jive
101201,Samba
101202,Samba
101203,Samba
101204,Samba
101205,Chacha
101206,Chacha
101207,Chacha
101208,Chacha
101209,Rumba
101210,Rumba
101211,Rumba
101212,Rumba
101213,Pasodoble
101214,Jive
101215,Jive
101216,Jive
101901,Waltz
101902,Waltz
101903,Waltz
101904,Tango
101905,Tango
101906,Tango
101907,Viennesewaltz
101908,Viennesewaltz
101909,Viennesewaltz
101910,Foxtrot
101911,Foxtrot
101912,Foxtrot
101913,Quickstep
101914,Quickstep
101915,Quickstep
102601,Waltz
102602,Waltz
102603,Waltz
102604,Waltz
102605,Waltz
102606,Tango
102607,Tango
102608,Tango
102609,Tango
102610,Tango
102611,Viennesewaltz
102612,Viennesewaltz
102613,Viennesewaltz
102614,Viennesewaltz
102615,Foxtrot
102616,Foxtrot
102617,Foxtrot
102618,Quickstep
102619,Quickstep
102620,Quickstep
103601,Chacha
103602,Chacha
103603,Chacha
103604,Chacha
103605,Samba
103606,Samba
103607,Samba
103608,Rumba
103609,Rumba
103610,Rumba
103611,Jive
103612,Jive
103613,Jive
103614,Jive
103615,Rumba
103616,Rumba
103617,Chacha
103618,Samba
103619,Jive
104001,Samba
104002,Samba
104003,Samba
104004,Samba
104005,Rumba
104006,Rumba
104007,Rumba
104008,Rumba
104009,Chacha
104010,Chacha
104011,Chacha
104012,Chacha
104013,Pasodoble
104014,Pasodoble
104015,Jive
104016,Jive
104017,Jive
104201,Waltz
104202,Waltz
104203,Waltz
104204,Waltz
104205,Waltz
